MINISTERIO DE DEFENSA NACIONAL;;;;;;;
POLICÍA NACIONAL;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL;;;;;;;
GRUPO DE INFORMACIÓN DE CRIMINALIDAD;;;;;;;
HURTO A PERSONAS ;;;;;;;
PERÍODO DEL 01 DE ENERO AL 28 DE FEBRERO DE AÑO 2022;;;;;;;
ARMAS MEDIO;DEPARTAMENTO ;MUNICIPIO;FECHA  HECHO ;GENERO;*AGRUPA EDAD PERSONA;CODIGO_DANE;CANTIDAD 
CONTUNDENTES;META;VILLAVICENCIO (CT);04/02/2022;MASCULINO;ADULTOS;50001000;2
CONTUNDENTES;META;VILLAVICENCIO (CT);05/02/2022;MASCULINO;ADULTOS;50001000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);06/02/2022;FEMENINO;ADULTOS;50001000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);07/02/2022;FEMENINO;ADULTOS;50001000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);07/02/2022;MASCULINO;ADULTOS;50001000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);08/02/2022;MASCULINO;ADULTOS;50001000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);09/02/2022;MASCULINO;ADULTOS;50001000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);10/02/2022;FEMENINO;ADULTOS;50001000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);10/02/2022;MASCULINO;ADULTOS;50001000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);13/02/2022;MASCULINO;ADULTOS;50001000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);15/02/2022;MASCULINO;ADULTOS;50001000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);16/02/2022;MASCULINO;ADULTOS;50001000;2
CONTUNDENTES;META;VILLAVICENCIO (CT);17/02/2022;MASCULINO;ADULTOS;50001000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);19/02/2022;FEMENINO;ADULTOS;50001000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);20/02/2022;MASCULINO;ADULTOS;50001000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);21/02/2022;FEMENINO;ADULTOS;50001000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);22/02/2022;MASCULINO;ADULTOS;50001000;2
CONTUNDENTES;META;VILLAVICENCIO (CT);23/02/2022;MASCULINO;ADULTOS;50001000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);25/02/2022;FEMENINO;ADULTOS;50001000;1
CONTUNDENTES;META;VILLAVICENCIO (CT);25/02/2022;MASCULINO;ADULTOS;50001000;1
CONTUNDENTES;NARIÑO;CHACHAGÜÍ;06/01/2022;MASCULINO;ADULTOS;52240000;2
CONTUNDENTES;NARIÑO;CUMBAL;30/01/2022;FEMENINO;ADULTOS;52227000;1
CONTUNDENTES;NARIÑO;IPIALES;12/01/2022;MASCULINO;ADULTOS;52356000;1
CONTUNDENTES;NARIÑO;IPIALES;05/02/2022;MASCULINO;ADULTOS;52356000;1
CONTUNDENTES;NARIÑO;IPIALES;07/02/2022;FEMENINO;ADULTOS;52356000;1
CONTUNDENTES;NARIÑO;PASTO (CT);04/01/2022;FEMENINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);05/01/2022;MASCULINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);06/01/2022;MASCULINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);15/01/2022;MASCULINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);16/01/2022;MASCULINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);23/01/2022;MASCULINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);26/01/2022;FEMENINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);28/01/2022;FEMENINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);29/01/2022;FEMENINO;ADULTOS;52001000;2
CONTUNDENTES;NARIÑO;PASTO (CT);31/01/2022;MASCULINO;ADULTOS;52001000;2
CONTUNDENTES;NARIÑO;PASTO (CT);02/02/2022;MASCULINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);05/02/2022;FEMENINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);06/02/2022;MASCULINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);07/02/2022;FEMENINO;ADULTOS;52001000;2
CONTUNDENTES;NARIÑO;PASTO (CT);07/02/2022;MASCULINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);08/02/2022;FEMENINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);12/02/2022;FEMENINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);14/02/2022;FEMENINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);15/02/2022;MASCULINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);17/02/2022;MASCULINO;ADULTOS;52001000;2
CONTUNDENTES;NARIÑO;PASTO (CT);19/02/2022;MASCULINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);22/02/2022;MASCULINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);23/02/2022;MASCULINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);26/02/2022;FEMENINO;ADULTOS;52001000;1
CONTUNDENTES;NARIÑO;PASTO (CT);27/02/2022;MASCULINO;ADULTOS;52001000;1
CONTUNDENTES;NORTE DE SANTANDER;ABREGO;03/02/2022;MASCULINO;ADULTOS;54003000;1
CONTUNDENTES;NORTE DE SANTANDER;CÚCUTA (CT);03/01/2022;MASCULINO;ADULTOS;54001000;1
CONTUNDENTES;NORTE DE SANTANDER;OCAÑA;07/02/2022;MASCULINO;ADULTOS;54498000;1
CONTUNDENTES;NORTE DE SANTANDER;OCAÑA;26/02/2022;FEMENINO;ADULTOS;54498000;1
CONTUNDENTES;QUINDÍO;ARMENIA (CT);09/01/2022;FEMENINO;ADULTOS;63001000;1
CONTUNDENTES;QUINDÍO;ARMENIA (CT);11/01/2022;FEMENINO;ADULTOS;63001000;1
CONTUNDENTES;QUINDÍO;ARMENIA (CT);11/01/2022;MASCULINO;ADULTOS;63001000;1
CONTUNDENTES;QUINDÍO;ARMENIA (CT);27/01/2022;FEMENINO;ADULTOS;63001000;1
CONTUNDENTES;QUINDÍO;ARMENIA (CT);09/02/2022;FEMENINO;ADULTOS;63001000;1
CONTUNDENTES;QUINDÍO;ARMENIA (CT);10/02/2022;MASCULINO;ADULTOS;63001000;1
CONTUNDENTES;QUINDÍO;ARMENIA (CT);15/02/2022;FEMENINO;ADULTOS;63001000;1
CONTUNDENTES;QUINDÍO;ARMENIA (CT);19/02/2022;FEMENINO;ADULTOS;63001000;1
CONTUNDENTES;QUINDÍO;ARMENIA (CT);28/02/2022;FEMENINO;ADULTOS;63001000;2
CONTUNDENTES;QUINDÍO;CALARCA;09/01/2022;MASCULINO;ADULTOS;63130000;1
CONTUNDENTES;QUINDÍO;CIRCASIA;05/02/2022;MASCULINO;ADULTOS;63190000;1
CONTUNDENTES;QUINDÍO;CÓRDOBA;01/01/2022;MASCULINO;ADULTOS;63212000;1
CONTUNDENTES;QUINDÍO;MONTENEGRO;24/02/2022;MASCULINO;ADULTOS;63470000;1
CONTUNDENTES;QUINDÍO;QUIMBAYA;10/02/2022;MASCULINO;ADULTOS;63594000;1
CONTUNDENTES;QUINDÍO;SALENTO;15/01/2022;MASCULINO;ADULTOS;63690000;1
CONTUNDENTES;RISARALDA;DOSQUEBRADAS;04/01/2022;MASCULINO;ADULTOS;66170000;1
CONTUNDENTES;RISARALDA;DOSQUEBRADAS;17/01/2022;MASCULINO;ADULTOS;66170000;1
CONTUNDENTES;RISARALDA;DOSQUEBRADAS;21/01/2022;FEMENINO;ADULTOS;66170000;1
CONTUNDENTES;RISARALDA;DOSQUEBRADAS;25/01/2022;FEMENINO;ADULTOS;66170000;1
CONTUNDENTES;RISARALDA;DOSQUEBRADAS;24/02/2022;MASCULINO;ADULTOS;66170000;1
CONTUNDENTES;RISARALDA;DOSQUEBRADAS;26/02/2022;MASCULINO;ADULTOS;66170000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);04/01/2022;MASCULINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);05/01/2022;MASCULINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);07/01/2022;FEMENINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);08/01/2022;FEMENINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);10/01/2022;MASCULINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);13/01/2022;FEMENINO;ADULTOS;66001000;2
CONTUNDENTES;RISARALDA;PEREIRA (CT);13/01/2022;MASCULINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);14/01/2022;MASCULINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);19/01/2022;MASCULINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);21/01/2022;FEMENINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);21/01/2022;MASCULINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);23/01/2022;MASCULINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);24/01/2022;MASCULINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);03/02/2022;MASCULINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);07/02/2022;FEMENINO;ADULTOS;66001000;2
CONTUNDENTES;RISARALDA;PEREIRA (CT);08/02/2022;MASCULINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);11/02/2022;FEMENINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);18/02/2022;MASCULINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);21/02/2022;MASCULINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);23/02/2022;MASCULINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);24/02/2022;MASCULINO;ADULTOS;66001000;1
CONTUNDENTES;RISARALDA;PEREIRA (CT);26/02/2022;FEMENINO;ADULTOS;66001000;1
CONTUNDENTES;SAN ANDRÉS;PROVIDENCIA;14/01/2022;MASCULINO;ADULTOS;88564000;1
CONTUNDENTES;SAN ANDRÉS;SAN ANDRÉS (CT);08/01/2022;FEMENINO;ADULTOS;88001000;1
CONTUNDENTES;SAN ANDRÉS;SAN ANDRÉS (CT);03/02/2022;MASCULINO;ADULTOS;88001000;1
CONTUNDENTES;SAN ANDRÉS;SAN ANDRÉS (CT);05/02/2022;MASCULINO;ADULTOS;88001000;1
CONTUNDENTES;SANTANDER;BARBOSA;25/01/2022;MASCULINO;ADULTOS;68077000;1
CONTUNDENTES;SANTANDER;BARICHARA;08/01/2022;FEMENINO;ADULTOS;68079000;1
CONTUNDENTES;SANTANDER;BARICHARA;19/01/2022;MASCULINO;ADULTOS;68079000;1
CONTUNDENTES;SANTANDER;BARRANCABERMEJA;11/01/2022;FEMENINO;ADULTOS;68081000;1
CONTUNDENTES;SANTANDER;BARRANCABERMEJA;22/01/2022;MASCULINO;ADULTOS;68081000;1
CONTUNDENTES;SANTANDER;BARRANCABERMEJA;23/01/2022;MASCULINO;ADULTOS;68081000;1
CONTUNDENTES;SANTANDER;BARRANCABERMEJA;02/02/2022;FEMENINO;ADOLESCENTES;68081000;1
CONTUNDENTES;SANTANDER;BARRANCABERMEJA;07/02/2022;MASCULINO;ADULTOS;68081000;1
CONTUNDENTES;SANTANDER;BARRANCABERMEJA;16/02/2022;FEMENINO;ADULTOS;68081000;1
CONTUNDENTES;SANTANDER;BARRANCABERMEJA;18/02/2022;MASCULINO;ADULTOS;68081000;1
CONTUNDENTES;SANTANDER;BARRANCABERMEJA;27/02/2022;FEMENINO;ADULTOS;68081000;1
CONTUNDENTES;SANTANDER;BETULIA;01/01/2022;MASCULINO;ADULTOS;68092000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);02/01/2022;FEMENINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);04/01/2022;FEMENINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);05/01/2022;MASCULINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);14/01/2022;MASCULINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);15/01/2022;MASCULINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);20/01/2022;MASCULINO;ADULTOS;68001000;2
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);23/01/2022;FEMENINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);27/01/2022;MASCULINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);28/01/2022;MASCULINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);29/01/2022;MASCULINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);01/02/2022;MASCULINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);02/02/2022;FEMENINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);05/02/2022;MASCULINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);07/02/2022;MASCULINO;ADULTOS;68001000;2
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);09/02/2022;MASCULINO;ADULTOS;68001000;2
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);10/02/2022;MASCULINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);19/02/2022;FEMENINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);19/02/2022;MASCULINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);20/02/2022;MASCULINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);21/02/2022;MASCULINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;BUCARAMANGA (CT);24/02/2022;MASCULINO;ADULTOS;68001000;1
CONTUNDENTES;SANTANDER;CURITÍ;02/02/2022;FEMENINO;ADULTOS;68229000;1
CONTUNDENTES;SANTANDER;FLORIDABLANCA;14/01/2022;MASCULINO;ADULTOS;68276000;2
CONTUNDENTES;SANTANDER;FLORIDABLANCA;18/01/2022;MASCULINO;ADULTOS;68276000;1
CONTUNDENTES;SANTANDER;FLORIDABLANCA;19/01/2022;MASCULINO;ADULTOS;68276000;1
CONTUNDENTES;SANTANDER;FLORIDABLANCA;23/01/2022;MASCULINO;ADULTOS;68276000;1
CONTUNDENTES;SANTANDER;FLORIDABLANCA;25/01/2022;MASCULINO;ADOLESCENTES;68276000;1
CONTUNDENTES;SANTANDER;FLORIDABLANCA;25/01/2022;MASCULINO;ADULTOS;68276000;1
CONTUNDENTES;SANTANDER;FLORIDABLANCA;26/01/2022;FEMENINO;ADULTOS;68276000;1
CONTUNDENTES;SANTANDER;FLORIDABLANCA;27/01/2022;FEMENINO;ADULTOS;68276000;2
CONTUNDENTES;SANTANDER;FLORIDABLANCA;28/01/2022;MASCULINO;ADULTOS;68276000;1
CONTUNDENTES;SANTANDER;FLORIDABLANCA;29/01/2022;FEMENINO;ADULTOS;68276000;1
CONTUNDENTES;SANTANDER;FLORIDABLANCA;31/01/2022;MASCULINO;ADULTOS;68276000;1
CONTUNDENTES;SANTANDER;FLORIDABLANCA;04/02/2022;FEMENINO;ADULTOS;68276000;1
CONTUNDENTES;SANTANDER;FLORIDABLANCA;05/02/2022;MASCULINO;ADULTOS;68276000;1
CONTUNDENTES;SANTANDER;FLORIDABLANCA;09/02/2022;MASCULINO;ADULTOS;68276000;1
CONTUNDENTES;SANTANDER;FLORIDABLANCA;16/02/2022;MASCULINO;ADULTOS;68276000;1
CONTUNDENTES;SANTANDER;FLORIDABLANCA;17/02/2022;MASCULINO;ADULTOS;68276000;1
CONTUNDENTES;SANTANDER;FLORIDABLANCA;28/02/2022;MASCULINO;ADULTOS;68276000;1
CONTUNDENTES;SANTANDER;GIRÓN;04/01/2022;MASCULINO;ADULTOS;68307000;1
CONTUNDENTES;SANTANDER;GIRÓN;16/01/2022;MASCULINO;ADULTOS;68307000;1
CONTUNDENTES;SANTANDER;GIRÓN;21/01/2022;MASCULINO;ADULTOS;68307000;1
CONTUNDENTES;SANTANDER;GIRÓN;28/01/2022;FEMENINO;ADULTOS;68307000;1
CONTUNDENTES;SANTANDER;GIRÓN;28/01/2022;MASCULINO;ADULTOS;68307000;1
CONTUNDENTES;SANTANDER;GIRÓN;29/01/2022;MASCULINO;ADULTOS;68307000;1
CONTUNDENTES;SANTANDER;GIRÓN;27/02/2022;MASCULINO;ADULTOS;68307000;1
CONTUNDENTES;SANTANDER;GIRÓN;28/02/2022;FEMENINO;ADULTOS;68307000;1
CONTUNDENTES;SANTANDER;LOS SANTOS;05/01/2022;MASCULINO;ADULTOS;68418000;1
CONTUNDENTES;SANTANDER;PIEDECUESTA;08/01/2022;MASCULINO;ADULTOS;68547000;2
CONTUNDENTES;SANTANDER;PIEDECUESTA;09/01/2022;MASCULINO;ADULTOS;68547000;1
CONTUNDENTES;SANTANDER;PIEDECUESTA;25/01/2022;FEMENINO;ADULTOS;68547000;1
CONTUNDENTES;SANTANDER;PIEDECUESTA;27/01/2022;FEMENINO;ADOLESCENTES;68547000;1
CONTUNDENTES;SANTANDER;SABANA DE TORRES;12/01/2022;MASCULINO;ADULTOS;68655000;1
CONTUNDENTES;SANTANDER;SAN GIL;08/01/2022;MASCULINO;ADULTOS;68679000;1
CONTUNDENTES;SANTANDER;VÉLEZ;23/01/2022;FEMENINO;ADULTOS;68861000;1
CONTUNDENTES;SUCRE;COVEÑAS;03/01/2022;MASCULINO;ADULTOS;70221000;1
CONTUNDENTES;SUCRE;COVEÑAS;28/01/2022;FEMENINO;ADULTOS;70221000;1
CONTUNDENTES;SUCRE;SANTIAGO DE TOLÚ;10/01/2022;FEMENINO;ADULTOS;70820000;1
CONTUNDENTES;TOLIMA;IBAGUÉ (CT);11/01/2022;MASCULINO;ADULTOS;73001000;1
CONTUNDENTES;TOLIMA;IBAGUÉ (CT);13/01/2022;MASCULINO;ADULTOS;73001000;1
CONTUNDENTES;TOLIMA;IBAGUÉ (CT);18/01/2022;MASCULINO;ADULTOS;73001000;1
CONTUNDENTES;TOLIMA;IBAGUÉ (CT);22/01/2022;FEMENINO;ADULTOS;73001000;1
CONTUNDENTES;TOLIMA;IBAGUÉ (CT);22/01/2022;MASCULINO;ADULTOS;73001000;1
CONTUNDENTES;TOLIMA;IBAGUÉ (CT);24/01/2022;FEMENINO;ADULTOS;73001000;1
CONTUNDENTES;TOLIMA;IBAGUÉ (CT);26/01/2022;FEMENINO;ADULTOS;73001000;1
CONTUNDENTES;TOLIMA;IBAGUÉ (CT);30/01/2022;MASCULINO;ADULTOS;73001000;1
CONTUNDENTES;TOLIMA;IBAGUÉ (CT);05/02/2022;MASCULINO;ADULTOS;73001000;1
CONTUNDENTES;TOLIMA;IBAGUÉ (CT);08/02/2022;MASCULINO;ADULTOS;73001000;1
CONTUNDENTES;TOLIMA;IBAGUÉ (CT);10/02/2022;FEMENINO;ADULTOS;73001000;1
CONTUNDENTES;TOLIMA;IBAGUÉ (CT);10/02/2022;MASCULINO;ADULTOS;73001000;1
CONTUNDENTES;TOLIMA;IBAGUÉ (CT);16/02/2022;FEMENINO;ADULTOS;73001000;1
CONTUNDENTES;TOLIMA;IBAGUÉ (CT);19/02/2022;FEMENINO;ADULTOS;73001000;1
CONTUNDENTES;TOLIMA;IBAGUÉ (CT);24/02/2022;MASCULINO;ADULTOS;73001000;1
CONTUNDENTES;TOLIMA;PURIFICACIÓN;16/01/2022;MASCULINO;ADULTOS;73585000;1
CONTUNDENTES;VALLE;BUENAVENTURA;22/01/2022;MASCULINO;ADULTOS;76109000;1
CONTUNDENTES;VALLE;CALI (CT);05/01/2022;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);05/01/2022;MASCULINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);06/01/2022;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);08/01/2022;MASCULINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);09/01/2022;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);11/01/2022;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);12/01/2022;FEMENINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);12/01/2022;MASCULINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);14/01/2022;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);16/01/2022;MASCULINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);18/01/2022;FEMENINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);18/01/2022;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);19/01/2022;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);20/01/2022;MASCULINO;ADULTOS;76001000;3
CONTUNDENTES;VALLE;CALI (CT);21/01/2022;FEMENINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);21/01/2022;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);22/01/2022;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);23/01/2022;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);24/01/2022;MASCULINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);25/01/2022;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);25/01/2022;MASCULINO;ADULTOS;76001000;3
CONTUNDENTES;VALLE;CALI (CT);27/01/2022;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);27/01/2022;MASCULINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);28/01/2022;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);28/01/2022;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);29/01/2022;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);29/01/2022;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);31/01/2022;MASCULINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);01/02/2022;MASCULINO;ADULTOS;76001000;3
CONTUNDENTES;VALLE;CALI (CT);02/02/2022;FEMENINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);03/02/2022;FEMENINO;ADULTOS;76001000;3
CONTUNDENTES;VALLE;CALI (CT);04/02/2022;MASCULINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);05/02/2022;MASCULINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);06/02/2022;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);06/02/2022;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);07/02/2022;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);08/02/2022;MASCULINO;ADOLESCENTES;76001000;1
CONTUNDENTES;VALLE;CALI (CT);08/02/2022;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);13/02/2022;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);17/02/2022;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);17/02/2022;MASCULINO;ADULTOS;76001000;3
CONTUNDENTES;VALLE;CALI (CT);18/02/2022;FEMENINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);18/02/2022;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);19/02/2022;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);20/02/2022;MASCULINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);21/02/2022;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);21/02/2022;MASCULINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);22/02/2022;FEMENINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);22/02/2022;MASCULINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);23/02/2022;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);24/02/2022;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);24/02/2022;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);25/02/2022;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);25/02/2022;MASCULINO;ADULTOS;76001000;4
CONTUNDENTES;VALLE;CALI (CT);26/02/2022;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);26/02/2022;MASCULINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);27/02/2022;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;CALI (CT);27/02/2022;MASCULINO;ADULTOS;76001000;2
CONTUNDENTES;VALLE;CALI (CT);28/02/2022;FEMENINO;ADULTOS;76001000;1
CONTUNDENTES;VALLE;FLORIDA;23/01/2022;MASCULINO;ADULTOS;76275000;1
CONTUNDENTES;VALLE;FLORIDA;18/02/2022;MASCULINO;ADULTOS;76275000;1
CONTUNDENTES;VALLE;GUADALAJARA DE BUGA;06/02/2022;MASCULINO;ADULTOS;76111000;1
CONTUNDENTES;VALLE;JAMUNDÍ;15/01/2022;FEMENINO;ADULTOS;76364000;1
CONTUNDENTES;VALLE;JAMUNDÍ;24/01/2022;FEMENINO;ADULTOS;76364000;1
CONTUNDENTES;VALLE;JAMUNDÍ;16/02/2022;MASCULINO;ADULTOS;76364000;1
CONTUNDENTES;VALLE;PALMIRA;13/02/2022;FEMENINO;ADULTOS;76520000;1
CONTUNDENTES;VALLE;PALMIRA;23/02/2022;MASCULINO;ADULTOS;76520000;1
CONTUNDENTES;VALLE;TULUÁ;20/01/2022;MASCULINO;ADULTOS;76834000;1
CONTUNDENTES;VALLE;YUMBO;11/02/2022;FEMENINO;ADULTOS;76892000;1
CONTUNDENTES;VALLE;YUMBO;13/02/2022;MASCULINO;ADULTOS;76892000;1
